294	42
295	75
296	50
297	51
298	83
299	22
300	69
301	87
302	74
303	18
304	93
305	77
306	97
307	92
308	25
309	64
310	83
311	46
312	47
313	41
314	99
315	4
316	18
317	14
318	73
319	96
320	76
321	28
322	87
323	76
324	25
325	45
326	24
327	80
328	20
329	13
330	19
331	6
332	95
333	96
334	5
335	46
336	75
337	54
338	14
339	8
340	58
341	27
342	93
343	50
344	26
345	87
346	91
347	62
348	13
349	96
350	46
351	23
352	70
353	53
354	88
355	23
356	22
357	51
358	95
359	92
360	36
361	17
362	66
363	76
364	74
365	36
366	32
367	11
368	4
369	75
370	94
371	98
372	36
373	52
374	99
375	58
376	25
377	76
378	30
379	10
380	53
381	40
382	32
383	2
384	78
385	6
386	39
387	82
388	7
389	22
390	56
391	81
392	39
393	67
394	70
395	62
396	93
397	84
398	89
399	43
400	63
401	49
402	45
403	76
404	2
405	12
406	39
407	35
408	87
409	58
410	61
411	18
412	100
413	16
414	3
415	0
416	86
417	77
418	33
419	23
420	84
421	23
422	11
423	38
424	5
425	66
426	58
427	96
428	92
429	48
430	51
431	60
432	25
433	33
434	11
435	4
436	6
437	2
438	63
439	17
440	39
441	11
442	73
443	47
444	56
445	47
446	65
447	28
448	79
449	6
450	30
451	12
452	5
453	85
454	8
455	63
456	73
457	48
458	34
459	0
460	21
461	74
462	32
463	52
464	69
465	16
466	22
467	9
468	48
469	66
470	35
471	8
472	10
473	79
474	10
475	6
476	58
477	9
478	75
479	2
480	32
481	100
482	25
483	67
484	2
485	92
486	63
487	61
488	62
489	22
490	65
491	66
492	22
493	45
494	6
495	78
496	26
497	1
498	31
499	88
500	28
501	55
502	69
503	63
504	63
505	2
506	49
507	89
508	36
509	31
510	5
511	100
512	30
513	57
514	41
515	2
516	39
517	27
518	66
519	49
520	6
521	7
522	71
523	89
524	80
525	24
526	64
527	100
528	58
529	41
530	1
531	56
532	60
533	29
534	82
535	100
536	17
537	0
538	5
539	95
540	69
541	20
542	5
543	46
544	42
545	2
546	66
547	18
548	86
549	85
550	29
551	17
552	88
553	47
554	48
555	87
556	95
557	78
558	7
559	74
560	49
561	31
562	18
563	24
564	52
565	28
566	48
567	33
568	47
569	81
570	33
571	36
572	41
573	40
574	95
575	21
576	99
577	14
578	10
579	28
580	66
581	10
582	33
583	35
584	6
585	92
586	24
587	49
588	56
589	9
590	28
591	73
592	0
593	99
594	24
595	8
596	28
597	79
598	69
599	23
600	48
601	74
602	68
603	34
604	20
605	33
606	52
607	80
608	98
609	34
610	68
611	23
612	11
613	75
614	93
615	62
616	0
617	21
618	97
619	83
620	52
621	22
622	20
623	43
624	48
625	1
626	69
627	92
628	93
629	39
630	93
631	99
632	19
633	17
634	93
635	57
636	80
637	91
638	10
639	66
640	97
641	17
642	90
643	72
644	61
645	98
646	10
647	1
648	36
649	73
650	60
651	79
652	47
653	54
654	5
655	36
656	0
657	26
658	56
659	87
660	78
661	83
662	27
663	66
664	12
665	22
666	96
667	34
668	94
669	43
670	55
671	97
672	91
673	90
674	29
675	35
676	65
677	29
678	10
679	83
680	0
681	37
682	22
683	36
684	6
685	44
686	49
687	2
688	20
689	1
690	89
691	53
692	90
693	55
694	54
695	100
696	91
697	61
698	70
699	34
700	51
701	96
702	82
703	65
704	11
705	94
706	23
707	64
708	5
709	100
710	8
711	30
712	61
713	6
714	94
715	65
716	51
717	78
718	84
719	46
720	42
721	86
722	63
723	29
724	20
725	9
726	90
727	44
728	12
729	88
730	46
731	65
732	52
733	13
734	30
735	50
736	81
737	24
738	91
739	89
740	3
741	49
742	29
743	43
744	55
745	81
746	67
747	43
748	93
749	15
750	43
751	54
752	32
753	56
754	22
755	67
756	63
757	37
758	1
759	45
760	64
761	38
762	16
763	91
764	44
765	88
766	4
767	88
768	91
769	70
770	85
771	89
772	77
773	34
774	97
775	32
776	66
777	44
778	14
779	93
780	52
781	50
782	60
783	7
784	17
785	45
786	75
787	36
788	31
789	53
790	21
791	100
792	85
793	31
794	10
795	28
796	2
797	11
798	31
799	39
800	98
801	78
802	80
803	62
804	95
805	80
806	90
807	74
808	26
809	97
810	32
811	92
812	56
813	70
814	47
815	25
816	16
817	14
818	88
819	21
820	55
821	97
822	97
823	57
824	40
825	88
826	38
827	30
828	51
829	69
830	22
831	78
832	10
833	4
834	92
835	73
836	15
837	27
838	12
839	77
840	71
841	65
842	71
843	31
844	14
845	62
846	84
847	42
848	74
849	22
850	31
851	59
852	57
853	53
854	90
855	85
856	82
857	15
858	2
859	7
860	97
861	67
862	20
863	11
864	7
865	1
866	44
867	27
868	82
869	85
870	79
871	60
872	85
873	4
874	43
875	33
876	31
877	19
878	36
879	8
880	28
881	83
882	15
883	11
884	87
885	47
886	73
887	4
888	52
889	27
890	31
891	93
892	38
893	16
894	73
895	93
896	34
897	24
898	89
899	17
900	62
901	46
902	62
903	20
904	99
905	58
906	33
907	26
908	67
909	88
910	51
911	67
912	82
913	14
914	79
915	67
916	36
917	52
918	96
919	95
920	3
921	84
922	90
923	10
924	26
925	75
926	35
927	92
928	24
929	74
930	73
931	36
932	14
933	14
934	94
935	57
936	25
937	66
938	81
939	79
940	60
941	0
942	70
943	70
944	13
945	7
946	57
947	84
948	7
949	80
950	7
951	11
952	79
953	78
954	28
955	64
956	70
957	70
958	71
959	89
960	68
961	23
962	35
963	29
964	70
965	35
966	77
967	10
968	10
969	74
970	22
971	28
972	78
973	11
974	65
975	83
976	43
977	32
978	15
979	54
980	27
981	89
982	14
983	93
984	3
985	7
986	51
987	10
988	18
989	58
990	49
991	69
992	27
993	50
994	70
995	1
996	28
997	45
998	79
999	49
1000	78
1001	57
1002	32
1003	68
1004	19
1005	71
1006	93
1007	62
1008	12
1009	53
1010	2
1011	44
1012	8
1013	63
1014	7
1015	34
1016	97
1017	42
1018	7
1019	32
1020	6
1021	66
1022	79
1023	19
